,Product Name,Product Descriptions
34,"(2 pack) Great Value Real Mayonnaise, 30 fl oz","Great Value Real Mayonnaise is a delicious condiment for a variety of foods. Spread it on sandwiches, burgers or use it for dips. Great Value mayo can also used as an ingredient in chicken salad and many other dishes. The jar contains 30 fl oz of kosher mayonnaise. Great Value Real Mayonnaise:   Ideal condiment for a variety of foods Use this mayonnaise spread for sandwiches and burgers Ideal for chicken salad and many other dishes Suitable for a kosher diet Refrigerate after opening Jar contains 30 fl oz Available in 1-pack and 2-pack  Our guarantee is our promise that you'll be fully satisfied with the taste and quality of every Great Value product. If for any reason you aren't happy, we'll replace it or return your money. Whichever you prefer. All you need is the package and the receipt. It's that simple. Great quality. Great price. Guaranteed.  "
35,"Lay's Classic Potato Chips, 8 oz Bag","It all starts with farm-grown potatoes, cooked and seasoned to perfection. So every LAY'S potato chip is perfectly crispy and full of fresh potato taste. Happiness in Every Bite. Made with 3 ingredients: potatoes, oil and salt Large bag is perfect for sharing A tasty snack for the whole family to enjoy Packaging may vary "
36,"(6 Pack) Great Value Chicken Broth, Reduced Sodium, 32 oz","Great Value Chicken Broth is a delicious addition to your favorite recipes. Add it to your next soup, stew or casserole. Mix things up and substitute water for this tasty broth the next time you cook plain white rice to add more flavor. Customize your own homemade soup by simply adding chicken, vegetables and whatever else you desire. Heat and enjoy as a hearty beverage. This broth contains 33% less sodium than our regular Great Value Chicken Broth. The convenient reclosable lid ensures you'll get the same fresh taste after every use. Great Value products provide families with affordable, high quality grocery and household consumable options. With our wide range of product categories spanning grocery and household consumables, we offer you a variety of products for your family's needs. Our products are conveniently available online and in Walmart stores nationwide, allowing you to stock up and save money at the same time. Directions:  Do not dilute. Use in your favorite recipe or serve as a hot beverage. Do not microwave in carton.  Great Value Chicken Broth, Reduced Sodium:   Chicken flavored broth Reduced Sodium Use as base for soup or stew Net weight 32 oz "
37,"(6 pack) StarKist Tuna Creations, Lemon Pepper, 2.6 oz Pouch","StarKist Tuna CreationsÃÂ® Lemon Pepper  Adds a tangy citrus punch to meals or appetizers. Under 100 calories, this pouch features select cuts of premium tuna seasoned with zesty lemon and black pepper flavor. ItÃ¢ÂÂs perfect in pasta, salads and sandwiches Ã¢ÂÂ or put it on crackers for a quick snack! Wild Caught Tuna  80 calories per pouch 18g protein Natural Source of Omega-3's Gluten Free Dolphin Safe Seasoned Premium Chunk Light Tuna "
38,"(8 Pack) Hunt's Four Cheese Pasta Sauce, 24 oz","Create tasty dishes with Hunt's Four Cheese PastaSauce. It combines a traditional blend of herbs and vine-ripened tomatoes.Then four different cheeses are added for a rich sauce that's sure to please. You can use this low-calorie Pastasauce in a variety of recipes including stews and casseroles. It is carefully simmered into a thick, rich and flavorful blend that's sure to make your meals special. Hunt's Four Cheese PastaSauce, 24 oz:   Low calorie Low cholesterol Low-fat Pastasauce with a blend of herbs and vine-ripened tomatoes with 4 different cheeses Low saturated fat Rich cheese sauce that is ideal for Pasta stews, casseroles and more Carefully simmered into a thick, rich and flavorful sauce Hunt's sauce adds delicious tomato and cheese flavor to all of your dishes 24 oz can of Pastasauce "
39,(6 pack) Libbys Vienna Sausage in Chicken Broth 4.6 Ounce,"Libby's Vienna Sausage are a good choice to keep handy in the kitchen. Each one is made of a blend of pork, chicken and beef. This sausage comes fully cooked and ready to eat. It will save prep time and work in the kitchen. Enjoy this chicken and beef sausage as a tasty snack. It can also be added to a favorite recipe for an extra bit of savory flavor. This fully cooked sausage is delicately seasoned and canned in chicken broth for a delicious taste. With a small enough size for a single bite, each one is easy and fun to eat. This sausage contains 6g of protein and just 150 calories per serving.  It comes in a 4.6 oz can made of recyclable aluminum. Libby's Vienna Sausage is available in multiple pack sizes.  Libby's Vienna Sausage in Chicken Broth, 4.6 Ounce:   One 4.6 oz. can of Libby's Chicken Vienna Sausage in Chicken Broth Plump, delicately seasoned sausage snacks are ready to eat Slice into casseroles, soups, and your other favorite recipes Made with chicken broth Fully cooked sausage bites are a great snack 6 g protein per serving 140 calories per serving Chicken and beef sausage in a recyclable aluminum can Pack size options: single, 4-pack "
40,"Marzetti Old Fashioned Caramel Dip, 16.0 oz","Marzetti Old Fashioned Caramel Dip. Marzetti? Old Fashioned Caramel Dip. The seasonal original. Net Wt. 16 oz. (454 g). Marzetti's Original Caramel Dip is an apple's best friend! Dip them, dunk them, or drizzle them. Add some pretzels for a delectable sweet and salty flavor. Use as a pie topping on your famous Apple Crumble pie - The possibilities are endless. However you enjoy Marzetti's Original Caramel Dip, we know you'll love the rich, creamy taste that keeps you coming back for just one more bite.  Microwaveable Enjoy warm Comes in a 16-ounce tub. Dip them, dunk them, or drizzle them "
41,"(4 pack) Great Value Shells, 16 oz","Create a variety of delicious meals with this Great Value Shells Pasta. Made with high-quality ingredients, it has been enriched to provide a good source of folic acid and other important nutrients. With 7g of protein per serving, this Great Value pasta is filling and keeps you satisfied throughout the day. This product is a versatile item to keep in your pantry and tastes delicious prepared in many ways. Use it to make a classic mac and cheese, or top it with traditional marinara, alfredo or pesto sauce for a low-maintenance weeknight meal your whole family will enjoy. It also tastes delicious in pasta salad, soups and casseroles while adding a hearty texture to the dish. Whether you dress it up or keep it simple, this kosher pasta makes a good base for any meal. A healthy and nutritious choice, it is free of sodium, cholesterol, saturated fat and trans fats, as well as artificial colors or flavors.With its long shelf life, the 16-oz box stores easily in your cupboard or pantry. The lid features a secure closure that helps keep the product fresh. Great Value Shells Pasta is a convenient cooking ingredient to keep on hand and allows you to whip up tasty meals in no time.  Great Value: Shells Pasta, 16 oz:  Durum semolina, niacin, iron Enriched macaroni product 0g trans fat Cholesterol free 7g protein per serving of Great Value pasta "
42,"Arm & Hammer Pure Baking Soda, 8 oz.","Discover the secret of ARM & HAMMER Baking Soda, the simple solution for a clean and fresh home. Baking soda is the most versatile porduct in your home and ARM & HAMMER is the most recognized brand. You know that Baking soda is great for cooking and baking. Now, discover more than 100 ways to save time and money with Baking Soda, from cleaning your carpets to getting rid of pet odors, making laundry sparkle, creating inexpensive craft for kids, and even enjoying a spa-worthy pedicure. Whether you need a quick solution for mopping dirty kitchen floors, a non-abrasive way to scrub bathroom countertops, or a chemical-free way to clean toys, furniture, pots and pans, we've got tips to make every room in your home shine and smell fresh. Put ARM & HAMMER to work all around your home! With its natural pure and gentle cleaning power, there isn't a place in your home where dirt and odors are safe. America's #1 trusted Baking Soda brand Versatile, effective and affordable solution for over 170 years Use for baking, cleaning, deodorizing and more Free of harsh chemicals and gentle enough to use on many surfaces Hundreds of uses like: Scratchless Cleaning "
43,"(4 Pack) Bush's Best Country Style Baked Beans, 28 Oz","For each participating Bush Brothers & Company product purchased at Walmart from April 2- April 30, 2018, Bush Brothers & Company will donate the monetary equivalent of at least 1 meal ($0.10) to Feeding AmericaÃÂ®. Visit Walmart.com/FightHunger for details. Bush Brothers & Company guarantees a minimum total donation of $150,000. Maximum total donation of $350,000. $1 helps provide at least 10 meals secured by Feeding America on behalf of local member food banks. BUSH'S BESTÃÂÃÂ® Country Style Baked Beans. Since 1908. Fat free, high in fiber. Thick, rich sauce with bacon & extra brown sugar. Gluten free. Bush's BestÂ® Country Style Baked Beans. Thick, rich sauce with bacon & extra brown sugar. 98% fat free, high in fiber. 28 oz (1 lb 12 oz) 794g. See nutrition information for sodium content. Gluten Free "
